10,03062021,0.00,06,0014967
20,1018GS2026,GS,IN0020010081,0.00,0.00,10.00,0.00,0.00,10.00
20,182D010721,TB,IN002020Y397,0.00,0.00,10.00,0.00,0.00,10.00
20,182D020921,TB,IN002020Y488,0.00,0.00,10.00,0.00,0.00,10.00
20,182D041121,TB,IN002021Y056,0.00,0.00,10.00,0.00,0.00,10.00
20,182D050821,TB,IN002020Y447,0.00,0.00,10.00,0.00,0.00,10.00
20,182D071021,TB,IN002021Y015,0.00,0.00,10.00,0.00,0.00,10.00
20,182D080721,TB,IN002020Y405,0.00,0.00,10.00,0.00,0.00,10.00
20,182D100621,TB,IN002020Y355,0.00,0.00,10.00,0.00,0.00,10.00
20,182D100921,TB,IN002020Y496,0.00,0.00,10.00,0.00,0.00,10.00
20,182D120821,TB,IN002020Y454,0.00,0.00,10.00,0.00,0.00,10.00
20,182D121121,TB,IN002021Y064,0.00,0.00,10.00,0.00,0.00,10.00
20,182D141021,TB,IN002021Y023,0.00,0.00,10.00,0.00,0.00,10.00
20,182D150721,TB,IN002020Y413,0.00,0.00,10.00,0.00,0.00,10.00
20,182D160921,TB,IN002020Y504,0.00,0.00,10.00,0.00,0.00,10.00
20,182D170621,TB,IN002020Y371,0.00,0.00,10.00,0.00,0.00,10.00
20,182D181121,TB,IN002021Y072,0.00,0.00,10.00,0.00,0.00,10.00
20,182D190821,TB,IN002020Y462,0.00,0.00,10.00,0.00,0.00,10.00
20,182D211021,TB,IN002021Y031,0.00,0.00,10.00,0.00,0.00,10.00
20,182D220721,TB,IN002020Y421,0.00,0.00,10.00,0.00,0.00,10.00
20,182D230921,TB,IN002020Y512,0.00,0.00,10.00,0.00,0.00,10.00
20,182D240621,TB,IN002020Y389,0.00,0.00,10.00,0.00,0.00,10.00
20,182D251121,TB,IN002021Y080,0.00,0.00,10.00,0.00,0.00,10.00
20,182D260821,TB,IN002020Y470,0.00,0.00,10.00,0.00,0.00,10.00
20,182D281021,TB,IN002021Y049,0.00,0.00,10.00,0.00,0.00,10.00
20,182D290721,TB,IN002020Y439,0.00,0.00,10.00,0.00,0.00,10.00
20,182D290921,TB,IN002020Y520,0.00,0.00,10.00,0.00,0.00,10.00
20,20MICRONS,EQ,INE144J01027,23.90,0.00,23.90,3.50,0.00,27.40
20,21STCENMGM,EQ,INE253B01015,13.91,0.00,21.50,3.50,75.00,100.00
20,364D010721,TB,IN002020Z139,0.00,0.00,10.00,0.00,0.00,10.00
20,364D020921,TB,IN002020Z220,0.00,0.00,10.00,0.00,0.00,10.00
20,364D021221,TB,IN002020Z345,0.00,0.00,10.00,0.00,0.00,10.00
20,364D030222,TB,IN002020Z444,0.00,0.00,10.00,0.00,0.00,10.00
20,364D030322,TB,IN002020Z485,0.00,0.00,10.00,0.00,0.00,10.00
20,364D041121,TB,IN002020Z303,0.00,0.00,10.00,0.00,0.00,10.00
20,364D050522,TB,IN002021Z053,0.00,0.00,10.00,0.00,0.00,10.00
20,364D050821,TB,IN002020Z188,0.00,0.00,10.00,0.00,0.00,10.00
