
Symbol,Date/Time,Open,High,Low,Close,Volume,Average,Trades
RELIANCE,20210622  09:19:10,2250.0,2250.3,2249.65,2249.75,292,2249.975,5
RELIANCE,20210622  09:19:15,2250.3,2250.3,2249.25,2250.0,57,2250.19,4
RELIANCE,20210622  09:19:20,2250.0,2250.5,2250.0,2250.5,247,2250.285,6
RELIANCE,20210622  09:19:25,2250.2,2250.55,2249.4,2250.55,40,2249.85,5
RELIANCE,20210622  09:19:30,2249.7,2250.0,2249.5,2250.0,12,2249.775,4
RELIANCE,20210622  09:19:35,2249.8,2249.8,2249.0,2249.0,153,2249.035,5
RELIANCE,20210622  09:19:40,2249.5,2249.5,2249.5,2249.5,149,2249.5,4
RELIANCE,20210622  09:19:45,2249.5,2249.5,2248.9,2249.4,87,2249.285,5
RELIANCE,20210622  09:19:50,2249.5,2249.5,2247.85,2247.85,17,2248.535,5
RELIANCE,20210622  09:19:55,2247.9,2247.9,2247.35,2247.35,98,2247.77,4
RELIANCE,20210622  09:20:00,2247.7,2248.0,2247.2,2248.0,318,2247.76,5
RELIANCE,20210622  09:20:05,2248.0,2249.0,2248.0,2248.5,71,2248.685,4
RELIANCE,20210622  09:20:10,2248.9,2249.05,2248.35,2249.05,127,2248.71,5
RELIANCE,20210622  09:20:15,2249.05,2249.05,2248.55,2248.9,219,2248.835,5
RELIANCE,20210622  09:20:20,2248.85,2249.5,2248.7,2249.5,73,2248.93,5
RELIANCE,20210622  09:20:25,2249.5,2250.0,2249.5,2249.5,15,2249.725,4
RELIANCE,20210622  09:20:30,2249.25,2250.05,2249.25,2250.05,85,2249.685,5
RELIANCE,20210622  09:20:35,2250.0,2250.5,2250.0,2250.45,113,2250.205,5
RELIANCE,20210622  09:20:40,2250.0,2250.95,2250.0,2250.95,23,2250.315,5
RELIANCE,20210622  09:20:45,2250.5,2250.9,2250.5,2250.5,126,2250.54,5
RELIANCE,20210622  09:20:50,2250.8,2251.85,2250.8,2251.85,21,2251.615,5
RELIANCE,20210622  09:20:55,2251.95,2251.95,2251.1,2251.1,23,2251.635,5
RELIANCE,20210622  09:21:00,2251.95,2252.8,2251.95,2252.8,125,2252.055,5
RELIANCE,20210622  09:21:05,2252.35,2253.4,2252.2,2253.4,51,2252.97,5
RELIANCE,20210622  09:21:10,2253.35,2253.4,2253.1,2253.1,321,2253.395,5
RELIANCE,20210622  09:21:15,2253.65,2253.65,2252.85,2253.5,69,2253.395,5
RELIANCE,20210622  09:21:20,2253.25,2253.95,2253.25,2253.95,92,2253.695,5
RELIANCE,20210622  09:21:25,2253.95,2254.45,2253.95,2254.45,27,2254.135,5
RELIANCE,20210622  09:21:30,2254.8,2255.9,2254.8,2255.8,455,2255.38,5
RELIANCE,20210622  09:21:35,2255.9,2256.25,2255.0,2256.25,47,2255.335,5
RELIANCE,20210622  09:21:40,2255.65,2256.25,2255.65,2256.05,89,2255.92,4
RELIANCE,20210622  09:21:45,2256.85,2257.15,2256.5,2256.9,115,2256.995,6
RELIANCE,20210622  09:21:50,2256.9,2257.25,2256.9,2257.0,472,2256.915,5
RELIANCE,20210622  09:21:55,2256.7,2257.0,2256.25,2256.85,119,2256.755,5
RELIANCE,20210622  09:22:00,2257.0,2257.0,2255.25,2255.25,153,2256.615,5
RELIANCE,20210622  09:22:05,2256.25,2256.25,2254.9,2255.95,203,2255.96,4
RELIANCE,20210622  09:22:10,2255.65,2255.65,2255.0,2255.35,115,2255.455,6
RELIANCE,20210622  09:22:15,2254.05,2255.95,2254.05,2255.75,122,2255.2,5
RELIANCE,20210622  09:22:20,2256.0,2256.0,2255.15,2255.2,330,2255.625,5
RELIANCE,20210622  09:22:25,2256.0,2256.0,2255.15,2256.0,109,2255.99,5
RELIANCE,20210622  09:22:30,2256.0,2256.0,2255.25,2255.35,44,2255.915,5
RELIANCE,20210622  09:22:35,2255.7,2256.0,2255.15,2255.95,74,2255.7,5
RELIANCE,20210622  09:22:40,2255.3,2256.45,2255.3,2256.4,137,2255.855,5
RELIANCE,20210622  09:22:45,2256.4,2256.85,2255.95,2256.85,155,2256.2,5
RELIANCE,20210622  09:22:50,2256.3,2256.3,2256.3,2256.3,247,2256.3,5
RELIANCE,20210622  09:22:55,2256.5,2257.0,2256.0,2256.95,135,2256.47,5
RELIANCE,20210622  09:23:00,2256.35,2257.6,2256.35,2257.6,67,2257.125,5
RELIANCE,20210622  09:23:05,2257.4,2257.95,2257.4,2257.95,101,2257.835,4
RELIANCE,20210622  09:23:10,2257.65,2258.0,2257.4,2257.65,338,2257.675,5
RELIANCE,20210622  09:23:15,2258.0,2258.9,2258.0,2258.05,120,2258.27,5
RELIANCE,20210622  09:23:20,2258.15,2258.7,2258.0,2258.35,57,2258.16,5
RELIANCE,20210622  09:23:25,2258.0,2258.9,2258.0,2258.9,263,2258.595,5
RELIANCE,20210622  09:23:30,2259.0,2259.0,2258.15,2259.0,35,2258.44,4
RELIANCE,20210622  09:23:35,2258.05,2258.05,2257.15,2257.2,75,2257.985,5
RELIANCE,20210622  09:23:40,2257.15,2258.45,2257.15,2258.45,138,2257.69,5
RELIANCE,20210622  09:23:45,2259.0,2259.0,2258.0,2258.05,108,2258.475,4
RELIANCE,20210622  09:23:50,2258.15,2259.0,2258.15,2258.9,101,2258.685,5
RELIANCE,20210622  09:23:55,2258.9,2258.95,2258.0,2258.0,91,2258.585,5
RELIANCE,20210622  09:24:00,2258.65,2258.75,2258.0,2258.0,89,2258.125,6
RELIANCE,20210622  09:24:05,2258.6,2258.7,2258.05,2258.05,392,2258.06,5
RELIANCE,20210622  09:24:10,2258.0,2258.5,2258.0,2258.05,406,2258.115,5
RELIANCE,20210622  09:24:15,2258.85,2258.85,2258.0,2258.0,128,2258.56,4
RELIANCE,20210622  09:24:20,2258.0,2258.35,2257.2,2258.3,113,2257.965,6
RELIANCE,20210622  09:24:25,2258.1,2258.1,2257.65,2257.65,41,2258.03,4
RELIANCE,20210622  09:24:30,2257.3,2258.0,2257.3,2257.65,43,2257.96,5
RELIANCE,20210622  09:24:35,2258.0,2258.6,2257.65,2258.0,91,2257.91,4
RELIANCE,20210622  09:24:40,2258.6,2259.0,2258.05,2258.9,48,2258.595,6
RELIANCE,20210622  09:24:45,2258.95,2258.95,2257.5,2258.25,232,2257.78,4
RELIANCE,20210622  09:24:50,2257.25,2258.45,2257.25,2257.65,163,2257.57,5
RELIANCE,20210622  09:24:55,2257.0,2257.5,2257.0,2257.1,44,2257.16,4
RELIANCE,20210622  09:25:00,2256.0,2257.3,2256.0,2257.15,281,2256.79,6
RELIANCE,20210622  09:25:05,2257.95,2257.95,2257.45,2257.45,66,2257.71,4
RELIANCE,20210622  09:25:10,2258.05,2258.05,2257.45,2257.45,45,2257.755,5
RELIANCE,20210622  09:25:15,2257.5,2258.0,2257.5,2258.0,306,2257.985,6
RELIANCE,20210622  09:25:20,2258.15,2258.15,2257.5,2257.9,18,2257.865,4
RELIANCE,20210622  09:25:25,2257.0,2257.25,2256.8,2257.25,171,2256.935,5
RELIANCE,20210622  09:25:30,2256.45,2257.7,2256.45,2257.7,162,2256.935,4
RELIANCE,20210622  09:25:35,2257.8,2257.8,2256.6,2256.6,118,2257.01,5
RELIANCE,20210622  09:25:40,2256.25,2257.0,2256.0,2256.45,230,2256.585,6
RELIANCE,20210622  09:25:45,2257.2,2257.55,2256.35,2256.35,108,2256.445,4
RELIANCE,20210622  09:25:50,2257.25,2257.25,2256.1,2256.8,92,2256.63,6
RELIANCE,20210622  09:25:55,2256.95,2256.95,2256.0,2256.4,87,2256.305,5
RELIANCE,20210622  09:26:00,2256.0,2256.75,2256.0,2256.75,93,2256.01,4
RELIANCE,20210622  09:26:05,2256.7,2256.75,2256.0,2256.0,144,2256.555,5
RELIANCE,20210622  09:26:10,2256.5,2256.5,2256.15,2256.15,46,2256.43,4
RELIANCE,20210622  09:26:15,2256.45,2256.45,2255.5,2256.15,122,2256.21,6
RELIANCE,20210622  09:26:20,2255.2,2255.6,2255.2,2255.6,98,2255.31,4
RELIANCE,20210622  09:26:25,2256.1,2256.1,2255.35,2255.6,153,2255.635,5
RELIANCE,20210622  09:26:30,2255.55,2255.55,2255.3,2255.5,95,2255.49,5
RELIANCE,20210622  09:26:35,2256.0,2256.0,2255.3,2255.5,25,2255.49,4
RELIANCE,20210622  09:26:40,2255.4,2255.8,2255.35,2255.4,104,2255.47,4
RELIANCE,20210622  09:26:45,2255.4,2255.5,2255.35,2255.5,300,2255.365,6
RELIANCE,20210622  09:26:50,2255.4,2255.5,2254.1,2254.1,109,2254.95,4
RELIANCE,20210622  09:26:55,2254.95,2254.95,2254.0,2254.9,46,2254.56,5
RELIANCE,20210622  09:27:00,2254.8,2254.8,2254.0,2254.4,96,2254.395,6
RELIANCE,20210622  09:27:05,2253.9,2254.0,2253.25,2253.25,253,2253.83,4
RELIANCE,20210622  09:27:10,2252.4,2253.1,2252.4,2252.5,855,2252.48,6
RELIANCE,20210622  09:27:15,2251.05,2252.05,2251.05,2251.2,68,2251.705,4
RELIANCE,20210622  09:27:20,2252.45,2252.45,2251.3,2251.55,165,2251.65,6
RELIANCE,20210622  09:27:25,2251.95,2252.0,2251.95,2252.0,46,2251.985,4
RELIANCE,20210622  09:27:30,2252.75,2252.75,2251.5,2251.5,131,2252.72,6
RELIANCE,20210622  09:27:35,2253.0,2253.0,2252.0,2252.75,73,2252.555,4
RELIANCE,20210622  09:27:40,2253.0,2253.0,2252.45,2252.75,173,2252.615,4
RELIANCE,20210622  09:27:45,2253.4,2253.4,2253.0,2253.0,201,2253.2,5
RELIANCE,20210622  09:27:50,2253.4,2253.4,2253.0,2253.4,55,2253.385,5
RELIANCE,20210622  09:27:55,2253.75,2253.75,2253.5,2253.5,135,2253.665,4
RELIANCE,20210622  09:28:00,2253.45,2253.45,2253.0,2253.0,116,2253.4,5
RELIANCE,20210622  09:28:05,2253.9,2253.9,2253.35,2253.35,91,2253.45,5
RELIANCE,20210622  09:28:10,2253.0,2253.75,2253.0,2253.0,84,2253.1,4
RELIANCE,20210622  09:28:15,2254.0,2254.0,2253.3,2253.35,155,2253.47,5
RELIANCE,20210622  09:28:20,2253.05,2253.5,2253.0,2253.25,83,2253.12,4
RELIANCE,20210622  09:28:25,2253.25,2253.6,2253.05,2253.6,71,2253.515,5
RELIANCE,20210622  09:28:30,2253.25,2253.9,2253.25,2253.9,185,2253.64,5
RELIANCE,20210622  09:28:35,2254.95,2254.95,2253.5,2253.5,151,2253.76,5
RELIANCE,20210622  09:28:40,2254.15,2254.15,2253.5,2254.15,20,2254.055,4
RELIANCE,20210622  09:28:45,2253.5,2254.55,2253.5,2254.55,263,2253.7,5
RELIANCE,20210622  09:28:50,2254.0,2254.75,2253.7,2253.7,65,2254.135,5
RELIANCE,20210622  09:28:55,2254.3,2254.6,2254.3,2254.35,608,2254.41,6
RELIANCE,20210622  09:29:00,2254.2,2254.7,2253.95,2254.7,377,2254.28,4
RELIANCE,20210622  09:29:05,2254.0,2254.4,2253.5,2254.0,35,2253.915,5
RELIANCE,20210622  09:29:10,2254.0,2254.3,2253.5,2254.3,28,2253.795,4
RELIANCE,20210622  09:29:15,2254.85,2255.0,2254.45,2255.0,62,2254.94,6
RELIANCE,20210622  09:29:20,2254.9,2254.9,2253.75,2253.75,47,2254.34,5
RELIANCE,20210622  09:29:25,2254.9,2254.95,2254.0,2254.9,200,2254.79,5
RELIANCE,20210622  09:29:30,2254.95,2255.0,2254.6,2254.6,27,2254.835,5
RELIANCE,20210622  09:29:35,2254.4,2255.0,2254.4,2254.55,73,2254.58,4
RELIANCE,20210622  09:29:40,2254.55,2255.5,2254.55,2255.3,56,2254.935,5
RELIANCE,20210622  09:29:45,2255.4,2255.65,2255.2,2255.2,14,2255.245,4
RELIANCE,20210622  09:29:50,2255.2,2255.7,2255.0,2255.0,37,2255.585,5
RELIANCE,20210622  09:29:55,2255.7,2255.7,2254.1,2254.1,59,2254.93,5
RELIANCE,20210622  09:30:00,2255.2,2255.2,2254.75,2254.9,221,2254.895,5
RELIANCE,20210622  09:30:05,2255.15,2256.0,2254.85,2254.85,174,2254.91,5
RELIANCE,20210622  09:30:10,2255.2,2255.65,2255.2,2255.65,63,2255.48,5
RELIANCE,20210622  09:30:15,2255.55,2255.6,2255.0,2255.6,156,2255.33,5
RELIANCE,20210622  09:30:20,2255.0,2255.9,2255.0,2255.9,50,2255.55,5
RELIANCE,20210622  09:30:25,2255.45,2256.0,2255.45,2255.6,92,2255.89,5
RELIANCE,20210622  09:30:30,2256.0,2256.15,2255.5,2256.15,57,2255.58,5
RELIANCE,20210622  09:30:35,2256.25,2256.3,2255.85,2256.15,246,2256.205,5
RELIANCE,20210622  09:30:40,2256.15,2256.15,2255.1,2255.1,65,2255.385,5
RELIANCE,20210622  09:30:45,2255.3,2256.2,2255.1,2255.1,310,2255.59,4
RELIANCE,20210622  09:30:50,2255.9,2255.9,2254.5,2255.25,80,2255.275,5
RELIANCE,20210622  09:30:55,2254.35,2255.3,2254.35,2255.3,84,2255.185,5
RELIANCE,20210622  09:31:00,2255.35,2256.45,2255.0,2256.45,51,2255.58,4
RELIANCE,20210622  09:31:05,2256.7,2256.9,2256.0,2256.9,59,2256.725,5
RELIANCE,20210622  09:31:10,2256.9,2256.9,2256.15,2256.4,53,2256.645,5
RELIANCE,20210622  09:31:15,2256.4,2256.4,2255.95,2255.95,94,2256.085,5
RELIANCE,20210622  09:31:20,2256.0,2256.0,2256.0,2256.0,141,2256.0,5
RELIANCE,20210622  09:31:25,2255.4,2256.0,2255.4,2255.85,898,2255.83,5
RELIANCE,20210622  09:31:30,2256.0,2256.0,2255.6,2255.6,76,2255.82,4
RELIANCE,20210622  09:31:35,2255.45,2255.45,2255.0,2255.0,101,2255.2,5
RELIANCE,20210622  09:31:40,2255.0,2255.8,2255.0,2255.75,151,2255.745,5
RELIANCE,20210622  09:31:45,2255.6,2255.65,2254.55,2255.0,165,2254.985,5
RELIANCE,20210622  09:31:50,2255.7,2255.7,2254.5,2254.5,69,2255.075,5
RELIANCE,20210622  09:31:55,2254.05,2255.2,2254.05,2254.55,40,2254.365,5
RELIANCE,20210622  09:32:00,2254.75,2254.75,2254.0,2254.0,249,2254.235,5
RELIANCE,20210622  09:32:05,2254.9,2254.9,2254.0,2254.0,190,2254.03,4
RELIANCE,20210622  09:32:10,2254.5,2254.5,2254.0,2254.5,51,2254.45,4
RELIANCE,20210622  09:32:15,2253.0,2253.65,2252.7,2253.6,86,2252.99,5
RELIANCE,20210622  09:32:20,2253.35,2253.35,2252.6,2253.0,168,2252.98,5
RELIANCE,20210622  09:32:25,2253.0,2253.45,2252.65,2252.65,165,2252.66,5
RELIANCE,20210622  09:32:30,2253.0,2253.0,2252.4,2252.65,147,2252.96,5
RELIANCE,20210622  09:32:35,2252.65,2252.65,2252.25,2252.4,49,2252.59,4
RELIANCE,20210622  09:32:40,2253.6,2253.6,2253.55,2253.55,127,2253.595,4
RELIANCE,20210622  09:32:45,2253.55,2254.0,2253.55,2253.55,27,2253.615,4
RELIANCE,20210622  09:32:50,2252.85,2253.75,2252.85,2253.75,118,2253.14,4
RELIANCE,20210622  09:32:55,2253.75,2253.8,2253.5,2253.5,228,2253.575,5
RELIANCE,20210622  09:33:00,2253.75,2253.75,2253.5,2253.75,180,2253.595,6
RELIANCE,20210622  09:33:05,2253.5,2253.6,2253.5,2253.6,46,2253.5,4
RELIANCE,20210622  09:33:10,2253.6,2253.65,2253.5,2253.65,64,2253.59,6
RELIANCE,20210622  09:33:15,2253.75,2254.05,2253.75,2254.05,3,2253.865,3
RELIANCE,20210622  09:33:20,2254.45,2254.85,2254.05,2254.85,17,2254.22,4
RELIANCE,20210622  09:33:25,2254.5,2255.0,2254.25,2254.45,32,2254.32,5
RELIANCE,20210622  09:33:30,2255.0,2255.8,2255.0,2255.0,165,2255.24,4
RELIANCE,20210622  09:33:35,2255.0,2255.95,2255.0,2255.8,117,2255.595,5
RELIANCE,20210622  09:33:40,2255.65,2255.75,2255.05,2255.75,21,2255.305,4
RELIANCE,20210622  09:33:45,2255.8,2255.8,2255.7,2255.7,87,2255.78,5
RELIANCE,20210622  09:33:50,2255.8,2255.8,2253.7,2253.85,199,2255.715,5
RELIANCE,20210622  09:33:55,2253.6,2254.95,2253.6,2254.9,116,2254.155,5
RELIANCE,20210622  09:34:00,2253.6,2254.8,2253.5,2254.8,296,2254.01,4
RELIANCE,20210622  09:34:05,2254.85,2254.85,2253.7,2254.5,70,2253.925,5
RELIANCE,20210622  09:34:10,2254.0,2254.9,2254.0,2254.9,111,2254.545,5
RELIANCE,20210622  09:34:15,2254.95,2255.0,2254.8,2254.8,64,2254.95,4
RELIANCE,20210622  09:34:20,2255.0,2255.0,2254.7,2254.75,37,2254.81,5
RELIANCE,20210622  09:34:25,2255.0,2255.0,2254.8,2255.0,51,2254.995,4
RELIANCE,20210622  09:34:30,2254.75,2255.0,2254.45,2254.45,180,2254.535,5
RELIANCE,20210622  09:34:35,2254.5,2254.5,2253.95,2253.95,210,2254.33,5
RELIANCE,20210622  09:34:40,2254.35,2254.35,2253.8,2253.8,18,2254.14,3
RELIANCE,20210622  09:34:45,2253.7,2253.7,2253.45,2253.45,300,2253.46,5
RELIANCE,20210622  09:34:50,2253.5,2253.6,2253.5,2253.5,12,2253.535,4
RELIANCE,20210622  09:34:55,2253.6,2253.6,2253.5,2253.5,48,2253.545,5
RELIANCE,20210622  09:35:00,2253.4,2253.95,2253.4,2253.75,100,2253.43,4
RELIANCE,20210622  09:35:05,2253.45,2253.45,2253.35,2253.35,202,2253.35,5
RELIANCE,20210622  09:35:10,2253.35,2253.45,2253.35,2253.35,341,2253.355,5
RELIANCE,20210622  09:35:15,2253.45,2254.0,2253.45,2253.75,84,2253.785,5
RELIANCE,20210622  09:35:20,2253.5,2253.5,2253.5,2253.5,83,2253.5,4
RELIANCE,20210622  09:35:25,2253.35,2254.45,2253.35,2254.1,192,2253.485,4
RELIANCE,20210622  09:35:30,2253.55,2254.05,2253.55,2254.05,148,2253.84,5
RELIANCE,20210622  09:35:35,2253.5,2254.0,2253.45,2254.0,59,2253.59,5
RELIANCE,20210622  09:35:40,2253.5,2253.5,2253.45,2253.5,168,2253.495,5
RELIANCE,20210622  09:35:45,2253.5,2253.5,2253.25,2253.35,44,2253.365,4
RELIANCE,20210622  09:35:50,2253.25,2253.5,2253.0,2253.5,340,2253.17,5
RELIANCE,20210622  09:35:55,2253.05,2253.5,2253.0,2253.2,46,2253.165,4
RELIANCE,20210622  09:36:00,2253.15,2253.2,2252.6,2253.2,14,2252.77,3
RELIANCE,20210622  09:36:05,2252.75,2253.0,2252.6,2253.0,141,2252.72,5
RELIANCE,20210622  09:36:10,2253.0,2253.5,2252.9,2253.2,16,2253.035,4
RELIANCE,20210622  09:36:15,2253.75,2254.2,2253.25,2253.25,573,2253.965,4
RELIANCE,20210622  09:36:20,2253.25,2254.2,2253.25,2254.2,86,2254.08,4
RELIANCE,20210622  09:36:25,2253.7,2254.55,2253.55,2254.0,33,2253.8,4
RELIANCE,20210622  09:36:30,2254.45,2254.45,2253.95,2253.95,94,2254.025,4
RELIANCE,20210622  09:36:35,2253.95,2254.5,2253.7,2254.4,314,2254.005,6
RELIANCE,20210622  09:36:40,2254.0,2254.0,2253.95,2253.95,23,2253.97,4
RELIANCE,20210622  09:36:45,2253.75,2254.0,2253.75,2253.85,60,2253.915,5
RELIANCE,20210622  09:36:50,2254.4,2254.4,2253.6,2253.6,92,2254.005,5
RELIANCE,20210622  09:36:55,2253.2,2254.05,2253.1,2253.1,589,2253.26,5
RELIANCE,20210622  09:37:00,2253.85,2254.05,2253.0,2253.6,77,2253.38,5
RELIANCE,20210622  09:37:05,2253.95,2253.95,2252.75,2253.1,91,2253.18,6
RELIANCE,20210622  09:37:10,2252.85,2253.0,2252.85,2253.0,74,2252.885,5
RELIANCE,20210622  09:37:15,2252.6,2253.0,2252.15,2253.0,290,2252.585,5
RELIANCE,20210622  09:37:20,2252.0,2252.7,2252.0,2252.6,96,2252.39,4
RELIANCE,20210622  09:37:25,2253.0,2253.6,2252.5,2253.6,104,2253.02,6
RELIANCE,20210622  09:37:30,2253.0,2253.0,2252.6,2253.0,65,2252.98,4
RELIANCE,20210622  09:37:35,2252.85,2253.6,2252.55,2253.6,32,2253.085,4
RELIANCE,20210622  09:37:40,2253.0,2253.6,2253.0,2253.6,86,2253.18,5
RELIANCE,20210622  09:37:45,2253.6,2253.75,2253.0,2253.75,43,2253.495,4
RELIANCE,20210622  09:37:50,2253.15,2253.8,2252.6,2253.7,131,2253.175,5
RELIANCE,20210622  09:37:55,2253.0,2253.0,2253.0,2253.0,42,2253.0,4
RELIANCE,20210622  09:38:00,2252.55,2253.3,2252.55,2253.0,33,2252.965,5
RELIANCE,20210622  09:38:05,2252.75,2252.75,2252.0,2252.0,97,2252.485,5
RELIANCE,20210622  09:38:10,2252.3,2252.85,2252.3,2252.75,103,2252.705,5
RELIANCE,20210622  09:38:15,2252.75,2252.75,2252.55,2252.55,365,2252.555,4
RELIANCE,20210622  09:38:20,2252.75,2252.75,2252.0,2252.55,93,2252.235,5
RELIANCE,20210622  09:38:25,2252.75,2252.85,2252.55,2252.55,35,2252.61,4
RELIANCE,20210622  09:38:30,2252.15,2252.15,2252.05,2252.15,26,2252.14,4
RELIANCE,20210622  09:38:35,2252.55,2252.55,2252.5,2252.55,139,2252.55,4
RELIANCE,20210622  09:38:40,2252.1,2252.95,2252.1,2252.2,72,2252.49,4
RELIANCE,20210622  09:38:45,2252.85,2252.85,2252.25,2252.25,233,2252.52,4
RELIANCE,20210622  09:38:50,2252.25,2252.25,2252.25,2252.25,111,2252.25,4
RELIANCE,20210622  09:38:55,2252.25,2252.25,2252.0,2252.2,81,2252.06,5
RELIANCE,20210622  09:39:00,2251.9,2251.9,2251.55,2251.55,186,2251.64,5
RELIANCE,20210622  09:39:05,2251.15,2251.95,2251.15,2251.6,29,2251.865,4
RELIANCE,20210622  09:39:10,2251.15,2251.45,2251.0,2251.05,287,2251.185,6
RELIANCE,20210622  09:39:15,2251.35,2252.25,2251.35,2251.5,270,2251.53,4
RELIANCE,20210622  09:39:20,2251.55,2252.5,2251.55,2252.5,827,2251.66,4
RELIANCE,20210622  09:39:25,2252.0,2252.25,2252.0,2252.0,96,2252.005,5
RELIANCE,20210622  09:39:30,2252.7,2252.7,2252.25,2252.5,176,2252.53,4
RELIANCE,20210622  09:39:35,2252.7,2252.7,2252.35,2252.35,23,2252.485,3
RELIANCE,20210622  09:39:40,2252.6,2253.0,2252.6,2252.65,151,2252.64,4
RELIANCE,20210622  09:39:45,2252.7,2253.35,2252.7,2253.3,62,2253.095,5
RELIANCE,20210622  09:39:50,2252.95,2252.95,2252.35,2252.95,123,2252.605,5
RELIANCE,20210622  09:39:55,2253.0,2253.2,2253.0,2253.0,115,2253.0,5
RELIANCE,20210622  09:40:00,2253.0,2253.9,2253.0,2253.9,25,2253.44,5
RELIANCE,20210622  09:40:05,2253.4,2253.7,2253.1,2253.7,132,2253.37,5
