
Symbol,Date/Time,Open,High,Low,Close,Volume,Average,Trades
RELIANCE,20210622  10:57:25,2255.0,2255.6,2254.9,2254.9,92,2254.995,5
RELIANCE,20210622  10:57:30,2255.0,2256.0,2255.0,2255.95,767,2255.805,5
RELIANCE,20210622  10:57:35,2255.75,2255.85,2255.15,2255.85,112,2255.835,5
RELIANCE,20210622  10:57:40,2255.85,2255.9,2255.2,2255.2,69,2255.87,4
RELIANCE,20210622  10:57:45,2256.0,2256.0,2256.0,2256.0,1044,2256.0,3
RELIANCE,20210622  10:57:50,2256.0,2256.0,2255.95,2256.0,90,2255.995,3
RELIANCE,20210622  10:57:55,2255.95,2256.0,2255.95,2256.0,48,2256.0,5
RELIANCE,20210622  10:58:00,2255.9,2256.0,2255.85,2256.0,44,2255.89,4
RELIANCE,20210622  10:58:05,2256.0,2256.0,2255.9,2255.9,228,2255.975,5
RELIANCE,20210622  10:58:10,2255.9,2255.9,2255.85,2255.85,18,2255.88,3
RELIANCE,20210622  10:58:15,2255.9,2255.9,2255.8,2255.8,311,2255.85,4
RELIANCE,20210622  10:58:20,2255.9,2255.9,2255.9,2255.9,37,2255.9,4
RELIANCE,20210622  10:58:25,2255.3,2255.8,2255.3,2255.8,19,2255.72,4
RELIANCE,20210622  10:58:30,2255.3,2255.8,2255.3,2255.8,13,2255.76,3
RELIANCE,20210622  10:58:35,2255.8,2255.8,2255.15,2255.15,22,2255.6,4
RELIANCE,20210622  10:58:40,2255.75,2255.95,2255.15,2255.15,29,2255.88,4
RELIANCE,20210622  10:58:45,2255.95,2255.95,2255.1,2255.75,190,2255.13,3
RELIANCE,20210622  10:58:50,2255.75,2255.75,2255.0,2255.0,55,2255.615,5
RELIANCE,20210622  10:58:55,2255.75,2255.75,2255.2,2255.2,72,2255.3,4
RELIANCE,20210622  10:59:00,2255.7,2255.7,2255.15,2255.15,24,2255.59,5
RELIANCE,20210622  10:59:05,2255.7,2255.7,2255.7,2255.7,51,2255.7,2
RELIANCE,20210622  10:59:10,2254.9,2255.15,2254.9,2255.15,10,2254.925,2
RELIANCE,20210622  10:59:15,2255.0,2255.55,2255.0,2255.55,50,2255.17,4
RELIANCE,20210622  10:59:20,2255.2,2255.5,2255.05,2255.5,64,2255.39,4
RELIANCE,20210622  10:59:25,2255.45,2255.45,2255.2,2255.2,51,2255.445,2
RELIANCE,20210622  10:59:30,2255.2,2255.2,2255.2,2255.2,10,2255.2,3
RELIANCE,20210622  10:59:35,2255.2,2255.2,2254.6,2255.05,34,2255.155,4
RELIANCE,20210622  10:59:40,2254.5,2254.65,2254.1,2254.65,263,2254.18,4
RELIANCE,20210622  10:59:45,2254.1,2254.65,2254.1,2254.65,17,2254.165,3
RELIANCE,20210622  10:59:50,2254.65,2254.65,2254.15,2254.35,37,2254.355,5
RELIANCE,20210622  10:59:55,2254.6,2254.6,2254.5,2254.6,30,2254.555,5
RELIANCE,20210622  11:00:00,2254.65,2254.7,2254.65,2254.7,6,2254.69,5
RELIANCE,20210622  11:00:05,2254.5,2254.6,2254.5,2254.6,9,2254.545,3
RELIANCE,20210622  11:00:10,2254.6,2254.6,2254.6,2254.6,22,2254.6,2
RELIANCE,20210622  11:00:15,2254.5,2254.6,2254.5,2254.6,74,2254.59,4
RELIANCE,20210622  11:00:20,2254.7,2254.7,2254.5,2254.55,30,2254.525,4
RELIANCE,20210622  11:00:25,2254.6,2254.7,2254.55,2254.7,10,2254.66,4
RELIANCE,20210622  11:00:30,2254.7,2254.7,2254.5,2254.6,21,2254.61,4
RELIANCE,20210622  11:00:35,2254.7,2254.7,2254.5,2254.5,155,2254.615,4
RELIANCE,20210622  11:00:40,2254.7,2254.7,2254.7,2254.7,13,2254.7,2
RELIANCE,20210622  11:00:45,2254.5,2254.7,2254.5,2254.7,285,2254.505,4
RELIANCE,20210622  11:00:50,2254.6,2254.7,2254.5,2254.7,34,2254.58,5
RELIANCE,20210622  11:00:55,2254.5,2254.7,2254.5,2254.7,30,2254.655,2
RELIANCE,20210622  11:01:00,2254.55,2254.7,2254.5,2254.5,55,2254.595,5
RELIANCE,20210622  11:01:05,2254.5,2254.7,2254.5,2254.7,35,2254.555,2
RELIANCE,20210622  11:01:10,2254.45,2254.7,2254.2,2254.5,58,2254.45,5
RELIANCE,20210622  11:01:15,2254.1,2254.1,2254.0,2254.0,41,2254.08,2
RELIANCE,20210622  11:01:20,2254.5,2254.5,2253.9,2253.9,31,2254.01,3
RELIANCE,20210622  11:01:25,2253.85,2253.85,2253.15,2253.15,51,2253.56,3
RELIANCE,20210622  11:01:30,2253.85,2254.5,2253.25,2254.5,75,2253.5,5
RELIANCE,20210622  11:01:35,2253.75,2254.7,2253.65,2254.1,138,2254.11,4
RELIANCE,20210622  11:01:40,2254.1,2254.15,2254.1,2254.15,8,2254.12,3
RELIANCE,20210622  11:01:45,2254.15,2254.15,2254.1,2254.1,9,2254.105,2
RELIANCE,20210622  11:01:50,2254.1,2254.55,2254.1,2254.1,10,2254.28,3
RELIANCE,20210622  11:01:55,2254.7,2254.7,2254.7,2254.7,5,2254.7,3
RELIANCE,20210622  11:02:00,2254.7,2254.7,2254.1,2254.1,15,2254.46,4
RELIANCE,20210622  11:02:05,2254.5,2254.5,2254.5,2254.5,20,2254.5,2
RELIANCE,20210622  11:02:10,2254.5,2254.5,2254.1,2254.5,21,2254.425,4
RELIANCE,20210622  11:02:15,2254.5,2254.5,2254.3,2254.3,62,2254.305,4
RELIANCE,20210622  11:02:20,2254.3,2254.5,2254.3,2254.5,67,2254.425,5
RELIANCE,20210622  11:02:25,2254.5,2255.0,2254.5,2255.0,15,2254.825,4
RELIANCE,20210622  11:02:30,2255.0,2255.0,2254.85,2255.0,33,2254.98,4
RELIANCE,20210622  11:02:35,2254.85,2254.85,2254.55,2254.85,138,2254.82,4
RELIANCE,20210622  11:02:40,2254.85,2254.85,2254.5,2254.85,13,2254.555,3
RELIANCE,20210622  11:02:45,2254.5,2254.5,2254.5,2254.5,55,2254.5,4
RELIANCE,20210622  11:02:50,2254.55,2254.85,2254.5,2254.5,205,2254.575,3
RELIANCE,20210622  11:02:55,2254.85,2255.0,2254.85,2255.0,227,2254.97,5
RELIANCE,20210622  11:03:00,2255.0,2255.0,2254.5,2255.0,22,2254.955,4
RELIANCE,20210622  11:03:05,2255.0,2255.0,2254.45,2254.45,10,2254.595,3
RELIANCE,20210622  11:03:10,2254.55,2254.55,2254.55,2254.55,155,2254.55,4
RELIANCE,20210622  11:03:15,2254.9,2254.9,2254.6,2254.6,26,2254.89,4
RELIANCE,20210622  11:03:20,2254.55,2255.5,2254.55,2255.5,279,2254.77,4
RELIANCE,20210622  11:03:25,2255.2,2255.5,2254.9,2255.0,76,2255.13,4
RELIANCE,20210622  11:03:30,2254.5,2255.2,2254.5,2255.2,128,2254.92,5
RELIANCE,20210622  11:03:35,2255.0,2255.5,2255.0,2255.5,78,2255.22,4
RELIANCE,20210622  11:03:40,2255.2,2255.4,2255.2,2255.2,34,2255.375,4
RELIANCE,20210622  11:03:45,2255.4,2255.4,2255.1,2255.1,247,2255.12,3
RELIANCE,20210622  11:03:50,2255.5,2255.65,2255.5,2255.65,112,2255.52,4
RELIANCE,20210622  11:03:55,2255.5,2255.7,2255.5,2255.7,52,2255.555,5
RELIANCE,20210622  11:04:00,2255.7,2255.85,2255.4,2255.4,62,2255.435,4
RELIANCE,20210622  11:04:05,2255.5,2255.95,2255.5,2255.7,187,2255.635,5
RELIANCE,20210622  11:04:10,2255.65,2255.85,2255.55,2255.85,187,2255.845,5
RELIANCE,20210622  11:04:15,2255.85,2255.85,2255.6,2255.85,40,2255.84,4
RELIANCE,20210622  11:04:20,2255.5,2255.6,2255.5,2255.6,144,2255.555,5
RELIANCE,20210622  11:04:25,2255.55,2256.0,2255.5,2256.0,151,2255.845,5
RELIANCE,20210622  11:04:30,2256.0,2256.0,2255.55,2256.0,11,2255.755,4
RELIANCE,20210622  11:04:35,2255.55,2256.0,2255.55,2256.0,154,2255.99,3
RELIANCE,20210622  11:04:40,2256.0,2256.0,2256.0,2256.0,187,2256.0,4
RELIANCE,20210622  11:04:45,2255.6,2256.0,2255.5,2255.5,94,2255.515,4
RELIANCE,20210622  11:04:50,2256.0,2256.0,2256.0,2256.0,103,2256.0,5
RELIANCE,20210622  11:04:55,2255.5,2256.0,2255.5,2256.0,106,2255.825,5
RELIANCE,20210622  11:05:00,2255.6,2256.0,2255.6,2256.0,154,2255.995,3
RELIANCE,20210622  11:05:05,2256.0,2256.0,2255.6,2256.0,35,2255.99,4
RELIANCE,20210622  11:05:10,2256.0,2256.0,2255.75,2255.75,24,2255.98,4
RELIANCE,20210622  11:05:15,2255.8,2255.95,2255.75,2255.75,117,2255.88,5
RELIANCE,20210622  11:05:20,2255.8,2255.8,2255.65,2255.75,68,2255.765,4
RELIANCE,20210622  11:05:25,2255.65,2255.75,2255.65,2255.75,140,2255.655,3
RELIANCE,20210622  11:05:30,2255.65,2255.8,2255.65,2255.65,214,2255.675,5
RELIANCE,20210622  11:05:35,2255.65,2255.95,2255.65,2255.95,27,2255.815,5
RELIANCE,20210622  11:05:40,2255.95,2255.95,2255.95,2255.95,85,2255.95,3
RELIANCE,20210622  11:05:45,2255.95,2255.95,2255.7,2255.7,92,2255.81,4
RELIANCE,20210622  11:05:50,2255.9,2255.95,2255.9,2255.95,62,2255.925,3
RELIANCE,20210622  11:05:55,2255.95,2256.0,2255.95,2255.95,206,2255.995,5
RELIANCE,20210622  11:06:00,2255.95,2256.0,2255.95,2256.0,111,2255.995,4
RELIANCE,20210622  11:06:05,2255.95,2255.95,2255.75,2255.95,15,2255.935,4
RELIANCE,20210622  11:06:10,2255.75,2255.95,2255.75,2255.95,172,2255.945,5
RELIANCE,20210622  11:06:15,2256.0,2256.0,2256.0,2256.0,226,2256.0,4
RELIANCE,20210622  11:06:20,2255.95,2256.0,2255.8,2255.95,95,2255.815,4
RELIANCE,20210622  11:06:25,2255.95,2256.0,2255.95,2256.0,172,2255.965,4
RELIANCE,20210622  11:06:30,2255.85,2255.9,2255.75,2255.85,66,2255.855,4
RELIANCE,20210622  11:06:35,2255.85,2255.85,2255.4,2255.4,32,2255.555,3
RELIANCE,20210622  11:06:40,2255.5,2255.5,2255.1,2255.1,320,2255.345,5
RELIANCE,20210622  11:06:45,2255.25,2255.25,2255.0,2255.0,116,2255.025,5
RELIANCE,20210622  11:06:50,2255.0,2255.5,2255.0,2255.5,81,2255.19,2
RELIANCE,20210622  11:06:55,2255.0,2255.5,2254.65,2255.2,64,2255.385,5
RELIANCE,20210622  11:07:00,2254.65,2255.2,2254.65,2255.1,45,2254.96,5
RELIANCE,20210622  11:07:05,2254.8,2255.0,2254.5,2254.5,10,2254.81,4
RELIANCE,20210622  11:07:10,2254.95,2254.95,2254.5,2254.5,26,2254.655,3
RELIANCE,20210622  11:07:15,2254.95,2254.95,2254.4,2254.75,105,2254.74,4
RELIANCE,20210622  11:07:20,2254.75,2254.75,2254.5,2254.5,15,2254.6,5
RELIANCE,20210622  11:07:25,2254.3,2255.0,2254.3,2255.0,59,2254.475,5
RELIANCE,20210622  11:07:30,2255.0,2255.0,2255.0,2255.0,11,2255.0,3
RELIANCE,20210622  11:07:35,2254.75,2255.0,2254.75,2255.0,30,2254.815,4
RELIANCE,20210622  11:07:40,2255.25,2255.25,2255.0,2255.25,56,2255.02,4
RELIANCE,20210622  11:07:45,2255.25,2255.25,2254.75,2255.25,25,2255.21,4
RELIANCE,20210622  11:07:50,2255.25,2255.25,2254.75,2254.75,5,2254.95,3
RELIANCE,20210622  11:07:55,2254.75,2254.75,2254.75,2254.75,57,2254.75,3
RELIANCE,20210622  11:08:00,2254.75,2254.75,2254.5,2254.7,121,2254.635,4
RELIANCE,20210622  11:08:05,2254.7,2254.7,2254.65,2254.7,6,2254.685,4
RELIANCE,20210622  11:08:10,2254.7,2254.7,2254.7,2254.7,14,2254.7,1
RELIANCE,20210622  11:08:15,2254.7,2254.75,2254.65,2254.75,62,2254.675,4
RELIANCE,20210622  11:08:20,2254.75,2254.75,2254.7,2254.7,8,2254.705,4
RELIANCE,20210622  11:08:25,2254.7,2255.0,2254.7,2255.0,371,2255.0,3
RELIANCE,20210622  11:08:30,2255.0,2255.15,2255.0,2255.15,5,2255.09,2
RELIANCE,20210622  11:08:35,2254.75,2255.15,2254.75,2255.15,69,2255.05,4
RELIANCE,20210622  11:08:40,2255.0,2255.35,2255.0,2255.15,24,2255.295,4
RELIANCE,20210622  11:08:45,2255.15,2255.15,2254.65,2254.65,60,2255.015,4
RELIANCE,20210622  11:08:50,2255.0,2255.1,2255.0,2255.0,34,2255.005,5
RELIANCE,20210622  11:08:55,2255.0,2255.0,2254.75,2254.75,75,2254.99,3
RELIANCE,20210622  11:09:00,2255.0,2255.0,2254.35,2255.0,121,2254.82,4
RELIANCE,20210622  11:09:05,2254.8,2255.0,2254.1,2255.0,70,2254.775,4
RELIANCE,20210622  11:09:10,2255.0,2255.0,2255.0,2255.0,50,2255.0,4
RELIANCE,20210622  11:09:15,2255.0,2255.0,2254.8,2254.95,24,2254.88,5
RELIANCE,20210622  11:09:20,2254.95,2254.95,2254.8,2254.95,25,2254.89,3
RELIANCE,20210622  11:09:25,2254.95,2254.95,2254.8,2254.9,130,2254.91,4
RELIANCE,20210622  11:09:30,2254.95,2254.95,2254.9,2254.9,82,2254.94,4
RELIANCE,20210622  11:09:35,2255.0,2255.0,2254.9,2255.0,129,2254.995,4
RELIANCE,20210622  11:09:40,2255.0,2255.0,2254.95,2255.0,32,2254.99,5
RELIANCE,20210622  11:09:45,2255.0,2255.0,2254.95,2254.95,76,2254.965,4
RELIANCE,20210622  11:09:50,2254.95,2255.0,2254.95,2255.0,43,2254.98,4
RELIANCE,20210622  11:09:55,2255.0,2255.0,2254.8,2254.8,19,2254.88,5
RELIANCE,20210622  11:10:00,2254.95,2255.0,2254.9,2254.9,60,2254.99,4
RELIANCE,20210622  11:10:05,2254.9,2254.9,2254.8,2254.9,9,2254.845,4
RELIANCE,20210622  11:10:10,2254.85,2254.9,2254.85,2254.9,7,2254.885,2
RELIANCE,20210622  11:10:15,2254.85,2255.0,2254.75,2254.8,183,2254.755,4
RELIANCE,20210622  11:10:20,2255.0,2255.0,2254.6,2255.0,38,2254.96,3
RELIANCE,20210622  11:10:25,2254.6,2255.0,2254.6,2255.0,8,2254.925,4
RELIANCE,20210622  11:10:30,2255.0,2255.0,2254.15,2254.15,198,2254.175,3
RELIANCE,20210622  11:10:35,2254.5,2254.5,2254.15,2254.5,16,2254.28,3
RELIANCE,20210622  11:10:40,2254.6,2254.75,2254.5,2254.5,57,2254.705,4
RELIANCE,20210622  11:10:45,2254.75,2254.75,2254.4,2254.4,97,2254.5,4
RELIANCE,20210622  11:10:50,2254.4,2254.5,2254.4,2254.5,177,2254.47,4
RELIANCE,20210622  11:10:55,2254.4,2254.75,2254.4,2254.4,261,2254.42,5
RELIANCE,20210622  11:11:00,2254.4,2254.4,2254.4,2254.4,615,2254.4,5
RELIANCE,20210622  11:11:05,2254.3,2254.3,2254.15,2254.15,77,2254.195,5
RELIANCE,20210622  11:11:10,2254.15,2254.25,2254.15,2254.25,8,2254.225,3
RELIANCE,20210622  11:11:15,2254.7,2254.7,2254.1,2254.25,246,2254.59,4
RELIANCE,20210622  11:11:20,2254.1,2254.65,2254.1,2254.65,37,2254.26,4
RELIANCE,20210622  11:11:25,2254.0,2254.15,2254.0,2254.15,98,2254.08,5
RELIANCE,20210622  11:11:30,2254.25,2254.65,2254.25,2254.65,64,2254.555,5
RELIANCE,20210622  11:11:35,2254.0,2254.0,2253.95,2253.95,69,2254.0,5
RELIANCE,20210622  11:11:40,2253.9,2254.0,2253.7,2254.0,56,2253.9,5
RELIANCE,20210622  11:11:45,2253.9,2253.9,2253.7,2253.7,25,2253.775,5
RELIANCE,20210622  11:11:50,2253.9,2253.9,2253.2,2253.2,143,2253.27,4
RELIANCE,20210622  11:11:55,2253.1,2253.65,2253.0,2253.1,58,2253.105,4
RELIANCE,20210622  11:12:00,2253.1,2253.7,2253.1,2253.2,85,2253.22,5
RELIANCE,20210622  11:12:05,2253.3,2253.3,2253.2,2253.2,23,2253.285,5
RELIANCE,20210622  11:12:10,2253.3,2253.9,2253.3,2253.5,210,2253.555,4
RELIANCE,20210622  11:12:15,2253.5,2253.9,2253.2,2253.2,75,2253.375,6
RELIANCE,20210622  11:12:20,2253.1,2253.8,2253.1,2253.5,126,2253.45,5
RELIANCE,20210622  11:12:25,2253.8,2253.8,2253.5,2253.5,42,2253.545,5
RELIANCE,20210622  11:12:30,2253.5,2253.5,2253.2,2253.2,181,2253.21,4
RELIANCE,20210622  11:12:35,2253.2,2253.65,2253.2,2253.2,14,2253.265,5
RELIANCE,20210622  11:12:40,2253.0,2253.85,2253.0,2253.65,53,2253.665,4
RELIANCE,20210622  11:12:45,2253.75,2253.9,2253.65,2253.65,79,2253.835,4
RELIANCE,20210622  11:12:50,2253.9,2253.9,2253.65,2253.65,120,2253.84,5
RELIANCE,20210622  11:12:55,2253.65,2254.0,2253.3,2254.0,76,2253.515,4
RELIANCE,20210622  11:13:00,2253.65,2254.0,2253.65,2253.9,151,2253.975,6
RELIANCE,20210622  11:13:05,2253.35,2253.85,2253.35,2253.85,140,2253.78,5
RELIANCE,20210622  11:13:10,2253.85,2254.0,2253.1,2254.0,134,2253.365,5
RELIANCE,20210622  11:13:15,2253.85,2253.85,2253.35,2253.85,233,2253.805,5
RELIANCE,20210622  11:13:20,2253.6,2253.6,2253.3,2253.3,11,2253.37,4
RELIANCE,20210622  11:13:25,2253.35,2253.35,2253.3,2253.3,135,2253.31,4
RELIANCE,20210622  11:13:30,2253.35,2253.35,2253.3,2253.3,33,2253.305,5
RELIANCE,20210622  11:13:35,2253.3,2253.35,2253.3,2253.3,114,2253.34,5
RELIANCE,20210622  11:13:40,2253.3,2253.35,2253.0,2253.0,24,2253.24,4
RELIANCE,20210622  11:13:45,2253.0,2253.1,2252.1,2252.1,61,2252.475,6
RELIANCE,20210622  11:13:50,2252.5,2252.5,2252.05,2252.35,57,2252.475,4
RELIANCE,20210622  11:13:55,2252.0,2252.05,2252.0,2252.0,319,2252.045,6
RELIANCE,20210622  11:14:00,2252.0,2252.2,2251.5,2251.5,15,2251.845,5
RELIANCE,20210622  11:14:05,2251.75,2251.75,2251.5,2251.5,78,2251.745,4
RELIANCE,20210622  11:14:10,2251.5,2251.75,2251.2,2251.2,80,2251.48,6
RELIANCE,20210622  11:14:15,2251.2,2251.75,2251.2,2251.25,167,2251.23,4
RELIANCE,20210622  11:14:20,2251.25,2251.75,2251.25,2251.5,122,2251.48,4
RELIANCE,20210622  11:14:25,2251.5,2251.5,2251.45,2251.45,59,2251.485,3
RELIANCE,20210622  11:14:30,2251.25,2252.0,2251.25,2252.0,748,2251.3,5
RELIANCE,20210622  11:14:35,2252.0,2252.0,2251.75,2252.0,27,2251.925,6
RELIANCE,20210622  11:14:40,2252.0,2252.0,2252.0,2252.0,37,2252.0,4
RELIANCE,20210622  11:14:45,2251.75,2252.7,2251.65,2252.7,60,2251.89,5
RELIANCE,20210622  11:14:50,2252.7,2253.0,2252.65,2253.0,185,2252.73,5
RELIANCE,20210622  11:14:55,2252.25,2252.75,2252.2,2252.75,198,2252.39,5
RELIANCE,20210622  11:15:00,2253.0,2253.7,2253.0,2253.7,28,2253.2,4
RELIANCE,20210622  11:15:05,2253.65,2253.65,2252.65,2252.7,117,2253.45,5
RELIANCE,20210622  11:15:10,2252.7,2253.55,2252.7,2253.4,75,2252.9,5
RELIANCE,20210622  11:15:15,2252.75,2253.35,2252.75,2253.2,62,2253.19,5
RELIANCE,20210622  11:15:20,2252.65,2252.75,2252.3,2252.3,49,2252.6,5
RELIANCE,20210622  11:15:25,2253.0,2253.5,2252.7,2253.5,222,2253.295,4
RELIANCE,20210622  11:15:30,2253.0,2253.45,2252.35,2252.55,12,2252.84,5
RELIANCE,20210622  11:15:35,2253.0,2253.45,2252.55,2252.55,7,2252.88,5
RELIANCE,20210622  11:15:40,2253.35,2253.35,2252.55,2253.0,67,2253.295,5
RELIANCE,20210622  11:15:45,2252.5,2253.0,2252.5,2252.55,33,2252.855,5
RELIANCE,20210622  11:15:50,2252.55,2253.0,2252.55,2253.0,36,2252.675,4
RELIANCE,20210622  11:15:55,2252.55,2253.0,2252.55,2253.0,52,2252.72,5
RELIANCE,20210622  11:16:00,2252.5,2252.55,2252.5,2252.5,16,2252.51,4
RELIANCE,20210622  11:16:05,2252.5,2252.55,2252.5,2252.5,38,2252.53,5
RELIANCE,20210622  11:16:10,2252.5,2252.55,2252.5,2252.55,24,2252.505,3
RELIANCE,20210622  11:16:15,2252.55,2252.95,2252.45,2252.5,107,2252.745,5
RELIANCE,20210622  11:16:20,2252.5,2253.0,2252.25,2252.25,150,2252.53,5
RELIANCE,20210622  11:16:25,2252.25,2252.45,2252.0,2252.0,77,2252.24,5
RELIANCE,20210622  11:16:30,2252.0,2252.3,2252.0,2252.0,132,2252.0,4
RELIANCE,20210622  11:16:35,2252.3,2252.3,2252.0,2252.0,26,2252.115,5
RELIANCE,20210622  11:16:40,2251.9,2251.9,2251.25,2251.3,131,2251.345,5
RELIANCE,20210622  11:16:45,2251.35,2251.55,2251.25,2251.3,253,2251.545,4
RELIANCE,20210622  11:16:50,2251.55,2252.0,2251.2,2251.45,55,2251.35,5
RELIANCE,20210622  11:16:55,2251.4,2251.4,2251.05,2251.15,93,2251.225,5
RELIANCE,20210622  11:17:00,2251.15,2251.15,2251.0,2251.15,172,2251.08,4
RELIANCE,20210622  11:17:05,2251.0,2251.15,2251.0,2251.05,48,2251.035,5
RELIANCE,20210622  11:17:10,2251.1,2251.1,2250.0,2250.0,251,2250.545,5
RELIANCE,20210622  11:17:15,2250.05,2250.05,2248.6,2249.1,136,2249.15,5
RELIANCE,20210622  11:17:20,2249.95,2250.25,2249.3,2250.0,168,2250.045,5
RELIANCE,20210622  11:17:25,2250.15,2250.15,2249.8,2249.8,59,2249.9,5
RELIANCE,20210622  11:17:30,2249.9,2249.95,2249.8,2249.9,51,2249.85,5
RELIANCE,20210622  11:17:35,2249.85,2249.85,2249.8,2249.85,111,2249.825,4
RELIANCE,20210622  11:17:40,2249.85,2249.85,2249.55,2249.55,63,2249.835,4
RELIANCE,20210622  11:17:45,2249.25,2249.4,2248.85,2248.85,273,2249.295,5
RELIANCE,20210622  11:17:50,2248.2,2248.75,2248.0,2248.75,254,2248.745,5
RELIANCE,20210622  11:17:55,2248.75,2248.75,2248.0,2248.0,169,2248.505,4
RELIANCE,20210622  11:18:00,2248.0,2248.7,2248.0,2248.7,337,2248.21,5
RELIANCE,20210622  11:18:05,2248.15,2248.65,2248.0,2248.0,205,2248.01,5
RELIANCE,20210622  11:18:10,2248.1,2248.5,2248.1,2248.1,223,2248.135,5
RELIANCE,20210622  11:18:15,2248.1,2248.3,2248.0,2248.0,103,2248.1,5
RELIANCE,20210622  11:18:20,2248.3,2248.5,2248.3,2248.5,33,2248.435,3
RELIANCE,20210622  11:18:25,2248.5,2248.85,2248.5,2248.8,89,2248.79,5
RELIANCE,20210622  11:18:30,2248.8,2248.8,2248.5,2248.5,120,2248.7,5
RELIANCE,20210622  11:18:35,2248.75,2249.3,2248.65,2249.25,1195,2248.845,5
RELIANCE,20210622  11:18:40,2249.2,2249.2,2248.55,2249.15,135,2248.815,4
RELIANCE,20210622  11:18:45,2249.15,2249.4,2248.75,2249.4,199,2249.165,5
RELIANCE,20210622  11:18:50,2249.4,2249.6,2249.4,2249.6,222,2249.52,5
RELIANCE,20210622  11:18:55,2249.25,2250.0,2249.25,2249.75,173,2249.72,4
RELIANCE,20210622  11:19:00,2249.75,2250.0,2249.7,2250.0,81,2249.835,4
RELIANCE,20210622  11:19:05,2249.8,2250.0,2249.75,2249.75,86,2249.965,5
RELIANCE,20210622  11:19:10,2250.0,2250.0,2249.75,2249.75,89,2249.765,4
RELIANCE,20210622  11:19:15,2250.0,2250.0,2250.0,2250.0,59,2250.0,3
RELIANCE,20210622  11:19:20,2249.75,2250.0,2249.75,2249.75,234,2249.775,5
RELIANCE,20210622  11:19:25,2250.0,2250.0,2249.75,2249.75,69,2249.91,5
RELIANCE,20210622  11:19:30,2250.0,2250.0,2249.6,2250.0,20,2249.87,4
RELIANCE,20210622  11:19:35,2249.9,2250.45,2249.9,2250.0,131,2250.105,4
RELIANCE,20210622  11:19:40,2250.0,2250.7,2249.75,2249.75,73,2250.005,5
RELIANCE,20210622  11:19:45,2250.6,2250.6,2249.75,2249.75,88,2250.585,3
RELIANCE,20210622  11:19:50,2249.6,2250.4,2249.6,2250.0,213,2250.295,5
RELIANCE,20210622  11:19:55,2249.7,2250.4,2249.7,2249.9,138,2250.14,5
RELIANCE,20210622  11:20:00,2250.65,2250.7,2250.0,2250.6,122,2250.08,5
RELIANCE,20210622  11:20:05,2250.0,2250.8,2250.0,2250.05,63,2250.015,5
RELIANCE,20210622  11:20:10,2250.05,2250.95,2250.0,2250.0,8,2250.505,5
RELIANCE,20210622  11:20:15,2250.75,2250.75,2250.0,2250.0,108,2250.5,5
RELIANCE,20210622  11:20:20,2250.6,2250.75,2250.6,2250.75,173,2250.625,5
RELIANCE,20210622  11:20:25,2250.6,2250.75,2250.6,2250.75,110,2250.675,5
RELIANCE,20210622  11:20:30,2250.75,2250.75,2250.6,2250.75,567,2250.605,5
RELIANCE,20210622  11:20:35,2250.75,2250.75,2250.6,2250.7,94,2250.715,5
RELIANCE,20210622  11:20:40,2250.7,2250.7,2250.35,2250.35,68,2250.41,4
RELIANCE,20210622  11:20:45,2250.35,2250.5,2250.0,2250.0,68,2250.145,4
RELIANCE,20210622  11:20:50,2250.0,2250.75,2250.0,2250.3,66,2250.165,6
RELIANCE,20210622  11:20:55,2250.3,2251.1,2250.0,2250.65,31,2250.535,4
RELIANCE,20210622  11:21:00,2250.65,2250.65,2250.0,2250.0,28,2250.125,5
RELIANCE,20210622  11:21:05,2250.6,2250.6,2250.0,2250.2,278,2250.46,5
RELIANCE,20210622  11:21:10,2250.0,2250.2,2250.0,2250.2,19,2250.185,5
RELIANCE,20210622  11:21:15,2250.15,2250.2,2250.15,2250.15,55,2250.175,5
RELIANCE,20210622  11:21:20,2250.15,2250.15,2250.0,2250.15,82,2250.13,5
RELIANCE,20210622  11:21:25,2250.0,2250.15,2250.0,2250.15,129,2250.14,4
RELIANCE,20210622  11:21:30,2250.15,2250.15,2250.0,2250.15,133,2250.14,5
RELIANCE,20210622  11:21:35,2250.0,2250.15,2250.0,2250.15,38,2250.085,4
RELIANCE,20210622  11:21:40,2250.0,2250.15,2250.0,2250.1,120,2250.08,6
RELIANCE,20210622  11:21:45,2250.0,2250.0,2249.95,2250.0,52,2249.98,4
RELIANCE,20210622  11:21:50,2250.0,2250.0,2250.0,2250.0,10,2250.0,3
RELIANCE,20210622  11:21:55,2250.0,2250.0,2249.9,2250.0,352,2249.995,5
RELIANCE,20210622  11:22:00,2250.0,2250.0,2250.0,2250.0,313,2250.0,4
RELIANCE,20210622  11:22:05,2250.0,2250.0,2249.95,2250.0,205,2250.0,3
RELIANCE,20210622  11:22:10,2249.95,2250.0,2249.9,2250.0,171,2249.99,4
RELIANCE,20210622  11:22:15,2250.0,2250.0,2249.9,2249.9,42,2249.915,5
RELIANCE,20210622  11:22:20,2250.0,2250.0,2249.9,2249.9,19,2249.925,4
RELIANCE,20210622  11:22:25,2250.0,2250.0,2249.8,2249.8,462,2249.9,5
RELIANCE,20210622  11:22:30,2249.95,2249.95,2249.6,2249.6,64,2249.64,3
RELIANCE,20210622  11:22:35,2249.5,2249.95,2249.5,2249.95,41,2249.575,6
